shuiboli,Na₂SiO₃,2
shushihui,Ca(OH)₂,2
si,5s²,2
si,Sr,2
si,硅,5
sianhetonglizi,[Cu(NH₃)₄]²⁺,2
silvhuatan,CCl₄,2
silvhuatan,CCl₄,2
silvjiawan,CCl₄,2
silvjiawan,CCl₄,2
sio,460,3
sio,Si—O,3
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihelvsuangen,[Al(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
siqiangjihepengsuangen,[B(OH)₄]⁻,2
sisi,176,3
sisi,Si—Si,3
siyanghuaerdan,N₂O₄,2
siyanghuaerdan,N₂O₄,2
siyanghuasantie,Fe₃O₄,2
siyanghuasantie,Fe₃O₄,2
siyanghuasantie,Fe₃O₄,2
siyanghuasantie,Fe₃O₄,2
suda,Na₂CO₃,2
suoji,—COOH,2
suoji,—COOH,2
suosuan,CₙH₂ₙ₊₁COOH,2
suosuan,CₙH₂ₙ₊₁COOH,2
suosuan,CₙH₂ₙ₊₁COOH,2
suosuan,CₙH₂ₙ₊₁COOH,2
ta,6s²6p¹,2
ta,Tl,2
ta,钽,5
tai,3d²4s²,2
tai,Ti,2
taibai,TiO₂,2
taijian,—NH—CO—,2
taijian,—NH—CO—,2
tan,2s²2p²,2
tan,5d³6s²,2
tan,C,2
tan,Ta,2
tangji,—CO—,2
tanhuagai,CaC₂,2
tanhuagai,CaC₂,2
tansuan,H₂CO₃,2
tansuan,H₂CO₃,2
tansuangai,CaCO₃,2
tansuangai,CaCO₃,2
tansuangai,CaCO₃,2
tansuangen,CO₃²⁻,2
tansuangen,CO₃²⁻,2
tansuangen,CO₃²⁻,2
tansuanjia,K₂CO₃,2
tansuanjia,K₂CO₃,2
tansuanjia,K₂CO₃,2
tansuanjia,K₂CO₃,2
tansuanmei,MgCO₃,2
tansuanmei,MgCO₃,2
tansuanna,Na₂CO₃,2
tansuanna,Na₂CO₃,2
tansuanqingan,NH₄HCO₃,2
tansuanqingan,NH₄HCO₃,2
tansuanqingan,NH₄HCO₃,2
tansuanqingan,NH₄HCO₃,2
tansuanqinggen,HCO₃⁻,2
tansuanqinggen,HCO₃⁻,2
tansuanqingna,NaHCO₃,2
tansuanqingna,NaHCO₃,2
tansuanyin,Ag₂CO₃,2
tansuanyin,Ag₂CO₃,2
te,4f⁹6s²,2
te,Tb,2
te,碲,5
ti,5s²5p³,2
ti,Sb,2
ti,钛,5
ti,铊,5
tian,Ts,2
tian,Ts,2
tianqingshi,SrSO₄,2
tianqingshi,SrSO₄,2
tie,3d⁶4s²,2
tie,3d⁶4s²,2
tie,Fe,2
tie,Fe,2
tiefan,FeSO₄·7H₂O,2
tiefan,FeSO₄·7H₂O,2
tielizi,Fe³⁺,2
tielizi,Fe³⁺,2
tieqinggen,[Fe(CN)₆]³⁻,2
tieqinggen,[Fe(CN)₆]³⁻,2
tieqinggenlizi,[Fe(CN)₆]³⁻,2
tieqinggenlizi,[Fe(CN)₆]³⁻,2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuajia,K₃[Fe(CN)₆],2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tieqinghuayatie,Fe₃[Fe(CN)₆]₂,2
tong,3d¹⁰4s¹,2
tong,Cu,2
tonglizi,Cu²⁺,2
tu,6d²7s²,2
tu,Th,2
wanji,—R,2
wanting,CₙH₂ₙ₊₂,2
wate,㎺,2
wate,㎻,2
wate,㎼,2
wate,㎽,2
wate,㎾,2
wate,㎿,2
weimi,㎛,2
wu,5d⁴6s²,2
wu,W,2
wuyanghuaerfan,V₂O₅,2
wuyanghuaerfan,V₂O₅,2
wuyanghuaerlin,P₂O₅,2
wuyanghuaerlin,P₂O₅,2
xi,4s²4p⁴,2
xi,5s²5p²,2
xi,Se,2
xi,Sg,2
xi,Sn,2
xi,锡,5
xian,5s²5p⁶,2
xian,5s²5p⁶,2
xian,Xe,2
xian,Xe,2
xianweiertang,C₁₂H₂₂O₁₁,2
xianweiertang,C₁₂H₂₂O₁₁,2
xianweisu,(C₆H₁₀O₅)ₙ,2
xianweisu,(C₆H₁₀O₅)ₙ,2
xiaoji,—NO₂,2
xiaoji,—NO₂,2
xiaoji,—NO₂,2
xiaoji,—NO₂,2
xiaoshihui,Ca(OH)₂,2
xiaoshihui,Ca(OH)₂,2
xiaoshihui,Ca(OH)₂,2
xiaoshihui,Ca(OH)₂,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuan,HNO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuanan,NH₄NO₃,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangai,Ca(NO₃)₂,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuangen,NO₃⁻,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanjia,KNO₃,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuanmei,Mg(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuantong,Cu(NO₃)₂,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuanyin,AgNO₃,2
xiaosuda,NaHCO₃,2
xiaosuda,NaHCO₃,2
xiaosuda,NaHCO₃,2
xiaosuda,NaHCO₃,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xiaoxian,—NO₂,2
xibingji,—CH₂—CH=CH₂,2
xieyan,MgSO₄·7H₂O,2
xieyan,MgSO₄·7H₂O,2
xin,3d¹⁰4s²,2
xin,Zn,2
xinbai,ZnO,2
xinlizi,Zn²⁺,2
xiting,CₙH₂ₙ,2
xiu,4s²4p⁵,2
xiu,Br,2
xiu,Br₂,2
xiuhuaqing,HBr,2
xiuhuaqing,HBr,2
xiuji,—Br,2
xiulizi,Br⁻,2
xiuyiwan,CH₃CH₂Br,2
xiwote,㏜,2
ya,3s²3p⁶ ,2
ya,Ar,2
yagonglizi,Hg⁺,2
yalinsuan,H₃PO₃,2
yalinsuan,H₃PO₃,2
yaliusuan,H₂SO₃,2
yaliusuan,H₂SO₃,2
yaliusuangen,SO₃²⁻,2
yaliusuangen,SO₃²⁻,2
yaliusuangen,SO₃²⁻,2
yaliusuanjia,K₂SO₃,2
yaliusuanjia,K₂SO₃,2
yaliusuanjia,K₂SO₃,2
yaliusuanjia,K₂SO₃,2
yaliusuanna,Na₂SO₃,2
yaliusuanna,Na₂SO₃,2
yaliusuanqinggen,HSO₃⁻,2
yaliusuanqinggen,HSO₃⁻,2
yaliusuanqingna,NaHSO₃,2
yaliusuanqingna,NaHSO₃,2
yang,2s²2p⁴,2
yang,O,2
yang,O₂,2
yanghuabei,BaO,2
yanghuabei,BaO,2
yanghuafan,V₂O₅,2
yanghuafan,V₂O₅,2
yanghuagai,CaO,2
yanghuagai,CaO,2
yanghuage,Cr₂O₃,2
yanghuage,Cr₂O₃,2
yanghualv,Al₂O₃,2
yanghualv,Al₂O₃,2
yanghuamei,MgO,2
yanghuamei,MgO,2
yanghuana,Na₂O,2
yanghuana,Na₂O,2
yanghuana,Na₂O,2
yanghuana,Na₂O,2
yanghuaqian,PbO,2
yanghuaqian,PbO,2
yanghuaqian,PbO,2
yanghuaqian,PbO,2
yanghuatie,FeO,2
yanghuatie,FeO,2
yanghuatie,FeO,2
yanghuatie,FeO,2
yanghuatie,Fe₂O₃,2
yanghuatie,Fe₂O₃,2
yanghuatie,Fe₂O₃,2
yanghuatie,Fe₂O₃,2
yanghuatie,Fe₃O₄,2
yanghuatie,Fe₃O₄,2
yanghuatie,Fe₃O₄,2
yanghuatie,Fe₃O₄,2
yanghuatong,CuO,2
yanghuatong,CuO,2
yanghuayatie,FeO,2
yanghuayatie,FeO,2
yanghuayatie,FeO,2
yanghuayatie,FeO,2
yanghuayatong,Cu₂O,2
yanghuayatong,Cu₂O,2
yanghuayin,Ag₂O,2
yanghuayin,Ag₂O,2
yanglizi,O²⁻,2
yangqi,O₂,2
yansuan,HCl,2
yansuan,HCl,2
yatielizi,Fe²⁺,2
yatielizi,Fe²⁺,2
yatonglizi,Cu⁺,2
yaxiaoji,—NO,2
yaxiaoji,—NO,2
yaxiaoji,—NO,2
yaxiaoji,—NO,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaosuanna,NaNO₂,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yaxiaoxian,—NO,2
yi,4d¹5s²,2
yi,4f¹⁴6s²,2
yi,5d⁷6s²,2
yi,Ir,2
yi,Y,2
yi,Yb,2
yibingji,—CH(CH₃)₂,2
yibingji,—Pr—i,2
yibingxiji,—H₂C=C(CH₃)C—,2
yichun,CH₃CH₂OH,2
yichun,C₂H₅OH,2
yichun,C₂H₆O,2
yichunna,CH₃CH₂ONa,2
yichunsuan,HOCH₂COOH,2
yichunsuan,HOCH₂COOH,2
yieran,H₂NCH₂CH₂NH₂,2
yieran,H₂NCH₂CH₂NH₂,2
yierchun,HOCH₂CH₂OH,2
yiersuan,COOH—COOH,2
yiersuan,COOH—COOH,2
yiersuan,H₂C₂O₄,2
yiersuan,H₂C₂O₄,2
yiji,—C₂H₅,2
yiji,—Et,2
yilvjiawan,CH₃Cl,2
yilvjiawan,CH₃Cl,2
yin,4d¹⁰5s¹,2
yin,5s²5p¹,2
yin,Ag,2
yin,In,2
yingshi,CaF₂,2
yinlichangliang,6.67384×10⁻¹¹m³/(kg·s²),2
yinlichangliang,6.67384×10⁻¹¹m³/(kg·s²),2
yinlizi,Ag⁺,2
yinzhu,HgS,2
yiquan,CH₃CHO,2
yiquan,CH₃CHO,2
yiquan,C₂H₄O,2
yiquan,C₂H₄O,2
yique,CH≡CH,2
yique,CH≡CH,2
yique,C₂H₂,2
yique,C₂H₂,2
yiqueji,—C≡CH,2
yiqueji,—C≡CH,2
yishuihean,NH₃·H₂O,2
yisuan,CH₃COOH,2
yisuan,CH₃COOH,2
yisuanna,CH₃COONa,2
yisuanna,CH₃COONa,2
yisuanyizhi,CH₃COOCH₂CH₃,2
yisuanyizhi,CH₃COOCH₂CH₃,2
yisuanyizhi,C₄H₈O₂,2
yisuanyizhi,C₄H₈O₂,2
yiwan,CH₃CH₃,2
yiwan,C₂H₆,2
yixi,CH₂=CH₂,2
yixi,C₂H₄,2
yixiananji,—NHCOCH₃,2
yixiananji,—NHCOCH₃,2
yixiananji,—NHCOCH₃,2
yixiananji,—NHCOCH₃,2
yixianji,—Ac,2
yixianji,—Ac,2
yixianji,—COCH₃,2
yixianji,—COCH₃,2
yixianyangji,—OCOCH₃,2
yixianyangji,—OCOCH₃,2
yixiji,—CH=CH₂,2
yiyanghuadan,NO,2
yiyanghuadan,NO,2
yiyanghuatan,CO,2
yiyanghuatan,CO,2
yiyuanchun,CₙH₂ₙ₊₁OH,2
yiyuanchun,CₙH₂ₙ₊₁OH,2
yiyuanludaiting,CₙH₂ₙ₊₁X,2
yiyuanludaiting,CₙH₂ₙ₊₁X,2
you,4f⁷6s²,2
you,5f³6d¹7s²,2
you,Eu,2
you,U,2
yuanmingfen,Na₂SO₄·10H₂O,2
yuanmingfen,Na₂SO₄·10H₂O,2
zhe,4s²4p²,2
zhe,Ge,2
zhengbingji,—CH₂CH₂CH₃,2
zhengdingji,—Bu—n,2
zhetang,C₁₂H₂₂O₁₁,2
zhi,CₙH₂ₙ₊₁COOCₘH₂ₘ₊₁,2
zhiji,—COOR,2
zhilixiaoshi,NaNO₃,2
zhilixiaoshi,NaNO₃,2
zhilixiaoshi,NaNO₃,2
zhilixiaoshi,NaNO₃,2
zhongjian,NaHCO₃,2
zhongjian,NaHCO₃,2
zhongjingshi,BaSO₄,2
zhongtu,BaO,2
zhuhui,K₂CO₃,2
zhusha,HgS,2
zijie,㎅,2
zijie,㎅,2
zijie,㎆,2
zijie,㎆,2
zijie,㎇,2
zijie,㎇,2
